p.case_id,c.name,c.dimension
220,experiences or expresses distress related to religion,religion
220,"\""When you share things about yourself, you have to pick and choose which pieces people will see.\""",identity_reflection
220,shares pronouns online and in-person,pronouns
220,stands up against gender discrimination,gender
220,talks with target of abuse,lgbtqia
122,uses privacy at times (hides details to protect self),disability
122,identifies as fat queer black who must code switch all the time,class
122,lies,race-ethnicity
122,as a christian experiences other christians that are homophobic fat phobic transphobic racist and sexist,religion
122,ignores hate and remains indifferent,religion
122,deals with medical trauma,disability
122,hides disability with clothing,disability
122,sees only black women doctors now,disability
122,stays in during flares,disability
122,uses speechify to listen to papers,neurodiversity
122,overcompensates or works harder,neurodiversity
122,deals with racism or homophobia or fatphobia or a lovely cocktail of sorts,gender
122,finds it difficult to parse roots of prejudice or discrimination,gender
122,identifies as a black fat non binary queer person,gender
122,avoids attention in academic settings,pronouns
122,learns to cut own hair,gender
122,does not hold misgendering against people,pronouns
122,experiences pronoun use as uncomfortable,pronouns
122,pronouns feel like emotional labor,pronoun_feelings
122,finds it amusing to see which pronouns people will assume  and use (they or she),pronouns
122,"thought \""i completely understand mistakes and have mistakenly screwed up other people's pronouns myself a few times\""",pronoun_feelings
122,rarely shares own pronouns,pronouns
122,"\""My identity is intersectional, being Black, Fat, Queer, Non Binary, and Nero-Divergent. People don't often tailor spaces to be accepting to all intersectional perspectives. So experiencing racism & or fat phobia in feminist spaces or sexism &or homophobia in Pro-Black spaces, for example is a different kind of hurt.\""",identity_reflection
122,uses privacy at times (hides details to protect self),race-ethnicity
122,changes voice or tone or manner of speaking,class
122,watches lectures asynchronously if possible,neurodiversity
122,"thought \""i rather they just misgender me than double back to apologize and when i already stand out i just hate the extra fuss & attention\""",pronoun_feelings
122,code-switches,race-ethnicity
122,avoids male-dominated situations,gender
122,becomes hyper independent,gender
122,code-switches,class
122,uses open communication,class
122,experiences/observes ableism,disability
122,resists pressures,class
122,assimilates into dominant culture,race-ethnicity
122,ignores people,religion
122,hides whole self,disability
122,hides whole self,neurodiversity
122,avoids frictions,neurodiversity
122,isolates or withdraws,gender
122,confronts problems,gender
122,learns and empowers self,gender
122,manages difficult situations,gender
122,identifies as intersectional,gender
122,experiences/observes discrimination from christians,religion
122,manages difficult situations,neurodiversity
122,practices authenticity,class
122,ambivalent feelings,pronoun_feelings
122,reports discrimination,religion
122,experiences double bind,gender
122,avoids going places alone at night,gender
122,challenges or manages stereotypes,class
122,uses privacy (hides details or protects self),neurodiversity
122,operates in survival mode,class
122,considers pronoun use through lens of self and others,pronouns
122,works harder or overcompensates,class
122,experiences dismissive doctors,disability
122,deals with intersectionality (body and gender and race),class
122,feels injustice,class
122,uses fidget toys,neurodiversity
122,deals with intersectionality (gender and race/ethnicity),gender
122,experiences or expresses distress related to religion,religion
122,changes name or uses nickname,race-ethnicity
122,considers pronoun disclosure a filter for identifying whether a space is safe or not,pronouns
346,resists or confronts class discrimination,class
346,works on own biases,race-ethnicity
346,challenges status quo,class
346,feels lonely,class
346,"feels that \""calling out other white people is hard!\""",race-ethnicity
346,observes age discrimination and acts,age
346,builds intergenerational relationships,age
346,uses self-confidence,age
346,uses self-confidence,class
346,connects with peers,age
346,experiences/observes class discrimination at school,class
346,resists pressures,age
346,uses open communication,age
346,confronts problems,age
346,helps people,age
346,resists pressures,class
346,confronts problems,class
346,practices authenticity,class
346,works on self,race-ethnicity
346,observes age discrimination against younger people,age
346,resists or confronts race/ethnicity discrimination,race-ethnicity
133,as an atheist performs according to group norms as needed,religion
133,as an atheist pretends to believe to avoid conflict,religion
133,no experience with racial or ethnic discrimination,race-ethnicity
133,ambivalent feelings,pronoun_feelings
133,shares own pronouns openly,pronouns
133,goes along to get along,religion
133,pronouns feel awkward,pronoun_feelings
133,considers pronoun use through lens of self,pronouns
133,experiences or expresses distress related to religion,religion
133,as an atheist conceals truth,religion
133,"\""I am faced commonly with societal norms that make me feel uncomfortable or \""othered\"".\""",identity_reflection
133,experiences pronoun use as uncommon,pronouns
133,share pronouns on social media and in email signature,pronouns
202,professionalizes,age
202,learns and empowers self,disability
202,self-advocates,disability
202,manages perceptions,disability
202,has stories,gender
202,woman in tech,gender
202,controls impressions using clothing or makeup,age
202,"\""I am a feminine presenting woman in tech. The amount of times, implictily and explicitly, I come across people who dont' think \""a pretty girl can be smart,\"" is enraging. One can wear pearls, lipstick, heels and still be an expert in her tech field.\""",identity_reflection
202,experiences/observes ableism,disability
202,assimilates into dominant culture,age
202,manages difficult situations,disability
202,experiences/observes gender discrimination,gender
202,explains spoon theory,disability
202,educates people,disability
202,experiences invisible/hidden disability intolerance or judgement,disability
202,uses accommodations,disability
202,uses self-confidence,disability
202,"friends, family, dance, work",identity_affinities
202,presents as able-bodied,disability
202,deals with sexist stem culture or other male-dominated field,gender
140,experiences/observes no racial or ethnic discrimination,race-ethnicity
140,recognizes own privilege,class
140,experiences or expresses distress related to religion,religion
140,as a pagan experiences disrespect and erasure,religion
222,observes gaslighting/erasing/bullying people,neurodiversity
222,deals with toxic masculinity,lgbtqia
222,withholds compliments towards other males in order to prevent suspicion about sexuality,lgbtqia
222,feels getting to know how people want to be addressed is nice,pronouns
222,positive feelings,pronoun_feelings
222,"music, cinema",identity_affinities
222,experiences pronoun use as good and enlightening,pronouns
222,controls impressions through grooming or personal hygiene,age
222,controls impressions using clothing or makeup,age
222,changes voice or tone or manner of speaking,race-ethnicity
222,experiences/observes religious discrimination,religion
222,experiences/observes no ableism,disability
222,experiences or observes islamophobia,religion
222,assimilates into dominant culture,age
222,assimilates into dominant culture,race-ethnicity
222,experiences/observes gender discrimination,gender
222,experiences/observes lgbtqia+ discrimination,lgbtqia
222,considers pronoun use through lens of self and others,pronouns
222,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
222,experiences or expresses distress related to religion,religion
222,observes males getting more flexibility,gender
222,changes name or uses nickname,race-ethnicity
141,composes speech,class
141,changes voice or tone or manner of speaking,class
141,"notices the term \""gay\"" used as a slur",gender
141,"music, food",identity_affinities
141,experiences/observes no racial or ethnic discrimination,race-ethnicity
141,experiences/observes age discrimination at home,age
141,experiences/observes religious discrimination,religion
141,experiences/observes ableism,disability
141,experiences/observes no neurodiversity discrimination,neurodiversity
141,assimilates into dominant culture,class
141,avoids frictions,religion
141,hides whole self,religion
141,manages difficult situations,religion
141,experiences/observes gender discrimination,gender
141,experiences/observes no lgbtqia+ discrimination,lgbtqia
141,resents assumptions,age
141,controls impressions using clothing or makeup,class
141,experiences pronoun use as not a problem,pronouns
141,considers pronoun use through lens of self,pronouns
141,experiences or expresses distress related to religion,religion
141,notices gender fluid people do not have bathrooms or changing rooms,gender
141,"\""I enjoy music. I love to listen to music or create music.\""",identity_reflection
141,hides religion to prevent political polarization tactics,religion
141,negative feelings,pronoun_feelings
60,challenges or manages stereotypes,race-ethnicity
60,pronouns feel complicated,pronoun_feelings
60,"thought \""have a harder time thinking of ways to naturally ask pronouns than the act of asking itself\""",pronoun_feelings
60,masks,neurodiversity
60,takes online asynchronous courses to accommodate own disability,disability
60,suggests listening to 'not-normal' people to improve learning,disability
60,deals with pressure to perform neurotypically,neurodiversity
60,uses an alternate persona to get by,neurodiversity
60,weaponizes spite (frustration with neurotypical pressures) as performative tool,neurodiversity
60,experiences/observes class discrimination online,class
60,experiences/observes religious discrimination,religion
60,experiences/observes ableism,disability
60,experiences or observes islamophobia,religion
60,hides whole self,neurodiversity
60,experiences/observes no gender discrimination,gender
60,fears,religion
60,respects people,religion
60,manages difficult situations,neurodiversity
60,ambivalent feelings,pronoun_feelings
60,resents disadvantages,neurodiversity
60,uses privacy (hides details or protects self),neurodiversity
60,feels fear or dread about islamophobia and xenophobia,religion
60,shares own pronouns,pronouns
60,feels empathy for others,religion
60,experiences or observes xenophobia,religion
60,pretends or performs for others,neurodiversity
60,pronoun practices need better methods or etiquette,pronoun_feelings
60,experiences or expresses distress related to religion,religion
143,"knows that parents and the community i was raised in \""think queerness is immoral\""",lgbtqia
143,tries to educate and hold space for other points of view despite  personal conflict,lgbtqia
143,extends leaf to have-nots,class
143,listens,class
143,does not always share own pronouns because does not have to correct people,pronouns
143,hides neurodiversity,neurodiversity
143,positive feelings,pronoun_feelings
143,hides lgbtqia+ identity as needed,lgbtqia
143,deals with (suicidal) ideation,disability
143,masks,neurodiversity
143,experiences microaggressions,race-ethnicity
143,experiences or observes antisemitism,religion
143,uses self-confidence,age
143,isolates or withdraws,age
143,listens,race-ethnicity
143,works harder or overcompensates,neurodiversity
143,uses open communication,race-ethnicity
143,experiences/observes age discrimination at school,age
143,speaks up,religion
143,experiences/observes religious discrimination,religion
143,experiences/observes ableism,disability
143,connects with peers,disability
143,experiences or observes islamophobia,religion
143,hides whole self,age
143,resists pressures,age
143,educates people,age
143,helps people,class
143,assimilates into dominant culture,race-ethnicity
143,learns and empowers self,race-ethnicity
143,avoids frictions,religion
143,hides whole self,neurodiversity
143,avoids frictions,neurodiversity
143,experiences/observes gender discrimination,gender
143,connects with peers,gender
143,experiences/observes lgbtqia+ discrimination,lgbtqia
143,educates people,lgbtqia
143,holds space,lgbtqia
143,manages difficult situations,lgbtqia
143,hides whole self,lgbtqia
143,uses privacy at times (hides details to protect self),lgbtqia
143,avoids friction,lgbtqia
143,self-reflects,class
143,self-advocates,age
143,listens,religion
143,connects with family,disability
143,seeks support,gender
143,fears,lgbtqia
143,seeks safety,lgbtqia
143,adapts attitudes or behaviors to situation,lgbtqia
143,uses privacy (hides details or protects self),neurodiversity
143,experiences or observes xenophobia,religion
143,deals with intersectionality (gender and race/ethnicity),gender
143,pronouns feel clarifying helpful useful,pronoun_feelings
143,controls impressions using clothing or makeup,class
143,considers pronoun use through lens of self,pronouns
143,recognizes own privilege,class
143,experiences or expresses distress related to religion,religion
143,deals with misogynoir,gender
143,knows there are prejudices and assumptions about women who look like me,gender
143,"food, music, politics",identity_affinities
143,"\""Just because one's identity is different it shouldn't be subject to discrimination or oppression. One's identity is divine, beautiful, and unique, I think it was intentional from God.\""",identity_reflection
143,rereads to process and understand,neurodiversity
143,changes name or uses nickname,race-ethnicity
82,lives cosmic rather than material,gender
82,transcends gender,gender
82,"expresses \""people cant say anything to me because they know i stand for what i know\""",pronouns
82,learns to not care what people think,gender
82,indifferent feelings,pronoun_feelings
82,lets things go,class
82,"thought \""i just allow people to perceive me how they wish but we shouldnt discriminate those who feel the need to be perceived a certain way\""",pronoun_feelings
82,"\""i love everyone so much i love that im typing this and that a living soul will read this, I LOVE YOU.\""",identity_reflection
82,pronouns feel supportive for others,pronoun_feelings
82,recognizes intersectionality,race-ethnicity
82,uses self-confidence,class
82,deals with being patted down for drugs and feeling exploited without just cause,class
82,experiences/observes class discrimination at school,class
82,experiences pronoun use as good,pronouns
82,reads,class
82,experiences/observes no neurodiversity discrimination,neurodiversity
82,learns and empowers self,class
82,learns and empowers self,race-ethnicity
82,learns and empowers self,gender
82,resists pressures,gender
82,feels confident,religion
82,feels pride,religion
82,centers self rejects impositions,gender
82,obtains education,race-ethnicity
82,considers pronoun use through lens of self and others,pronouns
82,gains class consciousness,race-ethnicity
82,feels religious pride or joy,religion
82,gains class consciousness,class
82,obtains education,class
82,does not care what people say,gender
155,"observes cousin having \""difficult time telling his extremely catholic family\""",lgbtqia
155,"thought \""a way to make others feel safe\""",pronoun_feelings
155,pronouns feel supportive for others,pronoun_feelings
155,keeps up with peers,class
155,uses therapy,neurodiversity
155,experiences pronoun use as not an issue,pronouns
155,observes peers dealing with racism using confidence and being happy,race-ethnicity
155,experiences/observes no religious discrimination,religion
155,experiences/observes ableism,disability
155,assimilates into dominant culture,class
155,hides whole self,neurodiversity
155,avoids frictions,neurodiversity
155,experiences/observes gender discrimination,gender
155,resists pressures,gender
155,ignores people,gender
155,experiences/observes lgbtqia+ discrimination,lgbtqia
155,manages difficult situations,lgbtqia
155,respects people,lgbtqia
155,helps people,lgbtqia
155,uses open communication,lgbtqia
155,makes fun or jokes around,neurodiversity
155,buys knock-offs,class
155,deals with mean jokes or slurs,disability
155,observes disability resilience,disability
155,uses privacy (hides details or protects self),neurodiversity
155,"\""I just think people need to be nice and accepting. That’s truly the bottom line. If someone is brave enough to express who they are all that we should say is ok and accept them.\""",identity_reflection
155,"people in general, all people",identity_affinities
155,works harder or overcompensates,class
155,ignores sexism,gender
155,listens and supports lgbtqia+ family,lgbtqia
155,controls impressions using clothing or makeup,class
155,"uses laughter and jokes \""to downplay how i truly feel\""",neurodiversity
155,deals with jokes about female weakness and emotional vulnerability,gender
155,observes parent's struggles with age discrimination at work,age
155,considers pronoun use through lens of self,pronouns
155,takes medication,neurodiversity
155,observes age discrimination against older people,age
231,makes fun or jokes around,disability
231,benefits from black-sounding nickname,race-ethnicity
231,"thought \""like i am in control and have all the attention\""",pronoun_feelings
231,experiences slurs and violence,pronouns
231,experiences/observes no religious discrimination,religion
231,learns and empowers self,age
231,experiences/observes no gender discrimination,gender
231,experiences/observes no lgbtqia+ discrimination,lgbtqia
231,self-reflects,age
231,makes fun or jokes around,class
231,rewards self,class
231,makes fun or jokes around,gender
231,grows up or matures,age
231,Fortnite,identity_affinities
231,"\""Faggot is not a slur!!!!!!!\""",identity_reflection
231,negative feelings,pronoun_feelings
231,pisses and moans,neurodiversity
231,changes name or uses nickname,race-ethnicity
154,overcomes shame or stigma,class
154,opts out or skips class if hair isnt looking eurocentric,race-ethnicity
154,observes mom's struggles with age discrimination at school,age
154,fears being perceived as incapable,neurodiversity
154,experiences misgendering,pronouns
154,pronouns feel complicated,pronoun_feelings
154,"thought \""it's always a little tone shift right after i say it like people remember that they should ask/care about that. it's always a little strange\""",pronoun_feelings
154,experiences nonbinary exclusion,gender
154,hides lgbtqia+ identity as needed,lgbtqia
154,hides needs,neurodiversity
154,masks,neurodiversity
154,observes age discrimination and acts,age
154,controls impressions through grooming or personal hygiene,race-ethnicity
154,uses self-confidence,age
154,uses self-confidence,class
154,code-switches,race-ethnicity
154,worries,race-ethnicity
154,hides truth,gender
154,works harder or overcompensates,disability
154,experiences/observes class discrimination at school,class
154,experiences/observes religious discrimination,religion
154,experiences/observes ableism,disability
154,experiences or observes islamophobia,religion
154,resists pressures,class
154,learns and empowers self,class
154,learns and empowers self,age
154,assimilates into dominant culture,race-ethnicity
154,confronts problems,religion
154,hides whole self,neurodiversity
154,avoids frictions,neurodiversity
154,hides whole self,gender
154,manages difficult situations,lgbtqia
154,hides whole self,lgbtqia
154,uses privacy at times (hides details to protect self),lgbtqia
154,avoids friction,lgbtqia
154,self-reflects,race-ethnicity
154,ambivalent feelings,pronoun_feelings
154,fears,gender
154,adapts attitudes or behaviors to situation,lgbtqia
154,avoids frictions,gender
154,deals with intersectionality (class and race),class
154,uses privacy (hides details or protects self),neurodiversity
154,deals with intersectionality (age and race),age
154,considers pronoun use through lens of self and others,pronouns
154,takes great care in communication to prevent racism,race-ethnicity
154,resists or confronts religious discrimination,religion
154,deals with nonbinary erasure,gender
154,does not ask for help,neurodiversity
154,experiences or expresses distress related to religion,religion
154,rations sick days,disability
154,"stays \""deeply private about it despite being out\""",lgbtqia
154,corrects people when misgendered,pronouns
154,women and gender studies,identity_affinities
154,"\""Whether or not somebody is a parent; I feel like that changes how they experience identity.\""",identity_reflection
154,does not share,neurodiversity
154,experiences meltdowns,neurodiversity
154,observes age discrimination against older people,age
154,changes name or uses nickname,race-ethnicity
154,asks for help,disability
356,hides lgbtqia+ identity as needed,lgbtqia
356,masks,neurodiversity
356,hides whole self,neurodiversity
356,avoids frictions,neurodiversity
356,manages difficult situations,lgbtqia
356,hides whole self,lgbtqia
356,uses privacy at times (hides details to protect self),lgbtqia
356,avoids friction,lgbtqia
356,remains closeted as needed,lgbtqia
356,adapts attitudes or behaviors to situation,lgbtqia
356,uses privacy (hides details or protects self),neurodiversity
161,challenges or manages stereotypes,race-ethnicity
161,hides race or ethnicity,race-ethnicity
161,positive feelings,pronoun_feelings
161,observes stereotypes about elderly being less productive,age
161,"\""I believe identity is something we should praise and respect without trying to enforce stereotypes or hate towards certain identities just because they’re different. Identity nowadays feels like something we can proudly demonstrate in society but with so much hate it makes it hard for some to fully show who they are.\""",identity_reflection
161,masks,neurodiversity
161,pronouns feel supportive for others,pronoun_feelings
161,experiences/observes class discrimination at school,class
161,experiences/observes religious discrimination,religion
161,experiences/observes ableism,disability
161,experiences or observes islamophobia,religion
161,scripts,neurodiversity
161,observes transphobia,lgbtqia
161,assimilates into dominant culture,class
161,resists pressures,race-ethnicity
161,learns and empowers self,race-ethnicity
161,manages difficult situations,race-ethnicity
161,hides whole self,neurodiversity
161,avoids frictions,neurodiversity
161,experiences/observes gender discrimination,gender
161,ignores people,gender
161,rejects stereotypes,gender
161,experiences/observes lgbtqia+ discrimination,lgbtqia
161,deals with racist jokes or slurs,race-ethnicity
161,deals with mean jokes or slurs,disability
161,obtains education,race-ethnicity
161,works harder or overcompensates,race-ethnicity
161,proves them wrong,gender
161,uses privacy (hides details or protects self),neurodiversity
161,proves them wrong,race-ethnicity
161,experiences pronoun use as okay,pronouns
161,observes age discrimination against old people,age
161,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
161,pronouns feel clarifying helpful useful,pronoun_feelings
161,controls impressions using clothing or makeup,class
161,experiences or expresses distress related to religion,religion
161,friends,identity_affinities
374,uses self-confidence,age
374,confronts problems,age
165,changes personality for others,gender
165,tries to fit in,neurodiversity
165,avoids appearing cheerful and energetic because that is seen as foolish,gender
165,changes voice or tone or manner of speaking,class
165,avoids ethnic colors,race-ethnicity
165,Muslims,identity_affinities
165,masks,neurodiversity
165,indifferent feelings,pronoun_feelings
165,changes voice or tone or manner of speaking,race-ethnicity
165,uses self-confidence,class
165,stays on top of game in conversations,gender
165,wears glasses to be taken more seriously,gender
165,code-switches,class
165,experiences or observes islamophobia,religion
165,scripts,neurodiversity
165,assimilates into dominant culture,class
165,hides whole self,class
165,assimilates into dominant culture,race-ethnicity
165,hides whole self,race-ethnicity
165,avoids frictions,religion
165,hides whole self,religion
165,hides whole self,neurodiversity
165,avoids frictions,neurodiversity
165,controls emotions,gender
165,downplays life experience,race-ethnicity
165,changes diet,neurodiversity
165,assimilates into dominant culture,neurodiversity
165,uses privacy (hides details or protects self),neurodiversity
165,finds power within,class
165,uses privacy at times (hides details to protect self),religion
165,uses class indicators or signifiers,class
165,controls impressions using clothing or makeup,class
165,deals with intersectionality (class and race/ethnicity),class
165,pronouns feel awkward,pronoun_feelings
165,experiences or expresses distress related to religion,religion
165,hides religion,race-ethnicity
165,hides circumstances,neurodiversity
165,tries to remove sugar from diet,neurodiversity
165,"\""I see that class and socioeconomic background affects everyone more than they realize it... creates barriers to class mobility.\""",identity_reflection
165,acts serious and reserved,gender
165,works harder or overcompensates,gender
165,changes name or uses nickname,race-ethnicity
168,takes formal action against discrimination,age
168,I would definitely love the answer to why so many people think they are/should be the center to it all. I have some theories that it could be the vastness of humanity's ego to the philosophical reasonings that humankind wants to be remembered when they are gone.,identity_reflection
168,uses self-confidence,age
168,uses self-confidence,class
168,connects with peers,age
168,connects with peers,race-ethnicity
168,asks questions,race-ethnicity
168,experiences/observes age discrimination at school,age
168,feels pride,race-ethnicity
168,uses self-confidence,race-ethnicity
168,uses open communication,age
168,confronts problems,age
168,learns and empowers self,race-ethnicity
168,learns and empowers self,gender
168,focuses on own path,gender
168,evades hateful rhetoric targeted towards men online,gender
168,"experiences \""being my best self and doing right unto others is what makes me a man\""",gender
168,experiences gratitude,gender
168,transitions,gender
168,works hard to be the person they are,gender
168,"movie, tv, art, communicating",identity_affinities
168,uses self-care,age
168,projects calm vibe,class
168,practices authenticity,class
168,practices authenticity,race-ethnicity
168,connects with family,age
168,ambivalent feelings,pronoun_feelings
168,disarms class expectations,class
168,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
168,feels different,race-ethnicity
168,seeks support,age
166,professionalizes,age
166,changes personality for others,gender
166,uses preferred pronouns for others,pronouns
166,observes individuals hiding lgtbqia+ identity as needed,lgbtqia
166,uses privacy at times (hides details to protect self),race-ethnicity
166,interest communities,identity_affinities
166,"\""It (identity) can explain behavior preconceptions and situations that people find themselves in.\""",identity_reflection
166,indifferent feelings,pronoun_feelings
166,changes language or avoids slang,age
166,experiences/observes age discrimination at work,age
166,experiences/observes religious discrimination,religion
166,experiences/observes ableism,disability
166,experiences or observes islamophobia,religion
166,assimilates into dominant culture,age
166,hides whole self,race-ethnicity
166,changes behavior to fit in,age
166,manages difficult situations,gender
166,experiences/observes lgbtqia+ discrimination,lgbtqia
166,hides race or ethnicity for the time being,race-ethnicity
166,downplays life experience,religion
166,adapts attitudes or behaviors to situation,gender
166,considers pronoun use through lens of self and others,pronouns
166,experiences or expresses distress related to religion,religion
166,controls first impressions,race-ethnicity
166,"performs \""more masculine or feminine depending on the social situation\""",gender
166,shares own pronouns when prompted,pronouns
43,deals with misgendering,gender
43,lies,race-ethnicity
43,downplays life experience,class
43,lies,class
43,uses privacy (hides details or protects self),gender
43,masks,neurodiversity
43,indifferent feelings,pronoun_feelings
43,deals with transphobia or transmisogyny,gender
43,As a trans woman it would be nice to be able to just identify as a woman rather than a trans woman and not have it be a big deal in society,identity_reflection
43,pronouns feel fine,pronoun_feelings
43,code-switches,class
43,experiences/observes no religious discrimination,religion
43,experiences/observes no ableism,disability
43,assimilates into dominant culture,class
43,hides whole self,class
43,hides whole self,neurodiversity
43,avoids frictions,neurodiversity
43,isolates or withdraws,gender
43,uses privacy (hides details to protect self),class
43,stays silent,gender
43,avoids frictions,gender
43,uses privacy (hides details or protects self),neurodiversity
43,observes “americanized” names,race-ethnicity
43,does not cope,gender
43,controls impressions using clothing or makeup,class
43,considers pronoun use through lens of self,pronouns
43,shares own pronouns if misgendered,pronouns
235,queer-minded social circles,identity_affinities
235,chosen family,identity_affinities
235,"thought \""sign of respect and acknowledgement\""",pronoun_feelings
235,positive feelings,pronoun_feelings
235,experiences pronoun use as not an issue,pronouns
235,obscures self,class
235,experiences/observes no religious discrimination,religion
235,experiences/observes no ableism,disability
235,hides whole self,age
235,hides whole self,gender
235,manages difficult situations,lgbtqia
235,learns and empowers self,lgbtqia
235,uses privacy at times (hides details or protects self),age
235,manages difficult situations,neurodiversity
235,discovers term 'queer' finds peace,lgbtqia
235,adapts attitudes or behaviors to situation,lgbtqia
235,escapes severe depression and anxiety by coming out,lgbtqia
235,considers pronoun use through lens of self and others,pronouns
235,recognizes own privilege,race-ethnicity
235,pronouns feel accepting or inclusive or respectful or welcoming,pronoun_feelings
235,manages symptoms,neurodiversity
235,hides hobbies/interests,gender
235,feels pronoun practices have been weaponized by ignorant or hateful people,pronouns
235,learning to use they/them correctly,pronouns
235,"\""I think \""identity\"", in modern vernacular, is more of an umbrella term to describe ones social philosophy and larger worldviews. With that in mind, I hope identity can become a topic with less stigma and honest communication used by the general public\""",identity_reflection
10,translates for immigrant family,class
10,positive feelings,pronoun_feelings
10,sets boundaries,race-ethnicity
10,"wishes for the opportunity to be self and develop more \""feminine\"" traits",gender
10,uses self-confidence,class
10,experiences racial or ethnic discrimination at school,race-ethnicity
10,experiences/observes class discrimination at school,class
10,experiences/observes no religious discrimination,religion
10,experiences/observes no ableism,disability
10,experiences/observes no neurodiversity discrimination,neurodiversity
10,learns and empowers self,class
10,hides whole self,race-ethnicity
10,manages difficult situations,race-ethnicity
10,experiences/observes gender discrimination,gender
10,learns and empowers self,gender
10,self-reflects,gender
10,pushed into stem,gender
10,resents assumptions,gender
10,unlearns impositions,gender
10,experiences pronoun use as positive,pronouns
10,navigates college as first-gen,class
10,experiences model minority stereotype,race-ethnicity
10,considers pronoun use through lens of self and others,pronouns
10,deals with sexist stem culture or other male-dominated field,gender
10,household,identity_reflection
10,loving parents,identity_reflection
10,"deals with being a girl pushed into stem field and its \""masculinity\""",gender
10,hides home life,race-ethnicity
169,hides neurodiversity,neurodiversity
169,uses privacy at times (hides details to protect self),disability
169,uses privacy at times (hides details to protect self),race-ethnicity
169,as a child experienced aggression due to family's religion,religion
169,hides disability/struggles,disability
169,hides lgbtqia+ identity as needed,lgbtqia
169,experiences pronoun use as not negative,pronouns
169,does not share own pronouns typically,pronouns
169,speculates about being non-binary,gender
169,"thought \""sharing my pronouns in settings where people might be hostile to the practice gives me anxiety\""",pronoun_feelings
169,like-minded people,identity_affinities
169,"\""It is important to understand what matters for a person's identity and how it impacts their life and how it has informed the person that they are today. Regardless of whether a person's identity \""aligns\"" with their physical characteristics and/or behaviors, taking their identity seriously is a crucial step towards connecting with the person and possibly helping them grow and/or address problems or issues.\""",identity_reflection
169,"feels \""not nearly as open about my sexuality as i would like\""",lgbtqia
169,as a nonbinary person deals with trauma,lgbtqia
169,hides whole self,age
169,hides whole self,race-ethnicity
169,avoids frictions,religion
169,hides whole self,disability
169,hides whole self,neurodiversity
169,avoids frictions,neurodiversity
169,manages difficult situations,lgbtqia
169,hides whole self,lgbtqia
169,uses privacy at times (hides details to protect self),lgbtqia
169,avoids friction,lgbtqia
169,ambivalent feelings,pronoun_feelings
169,remains cautious at first,race-ethnicity
169,avoids difficult situations,religion
169,protects self,religion
169,fears,disability
169,fears,gender
169,fears,lgbtqia
169,seeks safety,lgbtqia
169,adapts attitudes or behaviors to situation,lgbtqia
169,uses privacy (hides details or protects self),neurodiversity
169,pronouns feel anxiety-inducing,pronoun_feelings
169,deals with aggression or hate or homophobia,lgbtqia
169,considers pronoun use through lens of self,pronouns
169,experiences or expresses distress related to religion,religion
169,hides age or birthday,age
321,hides whole self,religion
321,uses privacy at times (hides details to protect self),religion
321,experiences or expresses distress related to religion,religion
321,as a jewish person hides religion,religion
339,lies,age
339,lies,race-ethnicity
339,positive feelings,pronoun_feelings
339,lies,class
339,performs as more affluent,class
339,assimilates into dominant culture,age
339,assimilates into dominant culture,class
339,hides whole self,religion
339,experiences/observes gender discrimination,gender
339,fears,religion
339,as a jewish person removes star of david necklace to avoid tensions,religion
339,shares pronouns online and on email signature,pronouns
339,"\""told me repeatedly that i can’t argue well because i get too emotional\""",gender
339,deals with gender discrimination from teacher,gender
339,uses privacy at times (hides details to protect self),religion
339,experiences or expresses distress related to religion,religion
339,performs as less affluent,class
359,controls impressions using clothing or makeup,age
359,changes voice or tone or manner of speaking,race-ethnicity
359,controls impressions using clothing or makeup,race-ethnicity
359,hides culture or heritage or traditions,race-ethnicity
359,adopts current trends music memes,age
359,experiences/observes no ableism,disability
359,assimilates into dominant culture,age
359,changes language or uses slang,age
359,helps people,class
359,assimilates into dominant culture,race-ethnicity
359,hides whole self,race-ethnicity
359,avoids frictions,race-ethnicity
359,practices inclusivity,class
359,experiences or expresses distress related to religion,religion
359,"avoids looking \""fresh-off-the-boat\""",race-ethnicity
359,as an agnostic/ex-catholic criticizes catholicism to avoid association,religion
296,works harder or overcompensates,age
296,simplifies identity for others,race-ethnicity
296,uses privacy at times (hides details to protect self),disability
296,hides race or ethnicity,race-ethnicity
296,indifferent feelings,pronoun_feelings
296,as a christian tries not to get offended by insults or taunts,religion
296,hides whole self,class
296,hides whole self,race-ethnicity
296,ignores people,religion
296,hides whole self,disability
296,experiences/observes no gender discrimination,gender
296,experiences/observes no lgbtqia+ discrimination,lgbtqia
296,stays silent,religion
296,uses privacy (hides details to protect self),class
296,deals with mean jokes or slurs,religion
296,isolates or withdraws,disability
296,ignores comments,religion
296,experiences or expresses distress related to religion,religion
296,binge-watches tv to escape from everything,neurodiversity
296,escapes,neurodiversity
296,"family, ethnic community",identity_affinities
296,"\""I think culture and traditions should be kept sacred\""",identity_reflection
296,"deals with \""masochism and teasing but nothing serious\""",gender
189,pronouns feel complicated,pronoun_feelings
189,protects privilege or wealth,class
189,hides lgbtqia+ identity as needed,lgbtqia
